Acadept,Degname,Major,Acad Yr,Count of OSIR
CAHE,EDD,Adult Continuing Education (EDD),2017,1
CAHE,EDD,Higher Education (EDD),2016,94
CAHE,EDD,Counselor Education and Supervision (EDD),2016,2
CAHE,EDD,Adult Continuing Education (EDD),2016,1
CAHE,MSED,School Counseling (MSED),2025,33
CAHE,MSED,Higher Education and Student Affairs (MSED),2025,44
CAHE,MSED,Clinical Mental Health Counseling (MSED),2025,59
CAHE,MSED,School Counseling (MSED),2024,31
CAHE,MSED,Higher Education and Student Affairs (MSED),2024,49
CAHE,MSED,Clinical Mental Health Counseling (MSED),2024,61
CAHE,MSED,School Counseling (MSED),2023,29
CAHE,MSED,Higher Education and Student Affairs (MSED),2023,39
CAHE,MSED,Clinical Mental Health Counseling (MSED),2023,62
CAHE,MSED,School Counseling (MSED),2022,31
CAHE,MSED,Higher Education and Student Affairs (MSED),2022,36
CAHE,MSED,Counseling (MSED),2022,1
CAHE,MSED,Clinical Mental Health Counseling (MSED),2022,45
CAHE,MSED,School Counseling (MSED),2021,40
CAHE,MSED,Higher Education and Student Affairs (MSED),2021,41
CAHE,MSED,Counseling (MSED),2021,1
CAHE,MSED,Clinical Mental Health Counseling (MSED),2021,53
CAHE,MSED,Adult and Higher Education (MSED),2021,1
CAHE,MSED,School Counseling (MSED),2020,49
CAHE,MSED,Higher Education and Student Affairs (MSED),2020,54
CAHE,MSED,Higher Education & Student Affairs: Specialization in Higher Education (MSED),2020,5
CAHE,MSED,Counseling (MSED),2020,2
CAHE,MSED,Clinical Mental Health Counseling (MSED),2020,60
CAHE,MSED,Adult and Higher Education (MSED),2020,2
CAHE,MSED,School Counseling (MSED),2019,49
CAHE,MSED,Higher Education & Student Affairs: Specialization in Higher Education (MSED),2019,41
CAHE,MSED,Higher Education & Student Affairs: Specialization in Adult Education (MSED),2019,12
CAHE,MSED,Counseling (MSED),2019,3
CAHE,MSED,Clinical Mental Health Counseling (MSED),2019,74
CAHE,MSED,Adult and Higher Education (MSED),2019,2
CAHE,MSED,Higher Education & Student Affairs: Specialization in Higher Education (MSED),2018,43
CAHE,MSED,Higher Education & Student Affairs: Specialization in Adult Education (MSED),2018,10
CAHE,MSED,Counseling (MSED),2018,125
CAHE,MSED,Adult and Higher Education (MSED),2018,3
CAHE,MSED,Higher Education & Student Affairs: Specialization in Higher Education (MSED),2017,38
CAHE,MSED,Higher Education & Student Affairs: Specialization in Adult Education (MSED),2017,5
CAHE,MSED,Counseling (MSED),2017,121
CAHE,MSED,Adult and Higher Education (MSED),2017,12
CAHE,MSED,Higher Education & Student Affairs: Specialization in Higher Education (MSED),2016,1
CAHE,MSED,Counseling (MSED),2016,127
CAHE,MSED,Adult and Higher Education (MSED),2016,59
CAHE,PHD,Counselor Education and Supervision (PHD),2025,25
CAHE,PHD,Counselor Education and Supervision (PHD),2024,27
CAHE,PHD,Counselor Education and Supervision (PHD),2023,24
CAHE,PHD,Counselor Education and Supervision (PHD),2022,27
CAHE,PHD,Counselor Education and Supervision (PHD),2021,32
CAHE,PHD,Counselor Education and Supervision (PHD),2020,37
CAHE,PHD,Counselor Education and Supervision (PHD),2019,37
CAHE,PHD,Counselor Education and Supervision (PHD),2018,34
CAHE,PHD,Counselor Education and Supervision (PHD),2017,32
CAHE,PHD,Counselor Education and Supervision (PHD),2016,29
CBUS,,Undeclared Business,2025,81
CBUS,,Undeclared Business,2024,68
CBUS,,Visiting Student-College of Business,2023,2
CBUS,,Undeclared Business,2023,66
CBUS,,Non-Degree Business,2023,1
CBUS,,Undeclared Business,2022,105
CBUS,,Undeclared Business,2021,99
CBUS,,Seeking Educator Licensure/Endorsement or Program Preqrequisites,2021,1
CBUS,,Visiting Student-College of Business,2020,1
CBUS,,Undeclared Business,2020,70
CBUS,,Visiting Student-College of Business,2019,4
CBUS,,Undeclared Business,2019,86
CBUS,,Visiting Student-College of Business,2018,8
CBUS,,Undeclared Business,2018,96
CBUS,,Visiting Student-College of Business,2017,3
CBUS,,Undeclared Business,2017,116
CBUS,,Undeclared Business,2016,143
CBUS,MBA,Business Administration: Global MBA (MBA),2025,32
CBUS,MBA,Business Administration: Executive MBA (MBA),2025,8
CBUS,MBA,Business Administration MBA (MBA),2025,170
CBUS,MBA,Business Administration MBA (MBA),2024,183
CBUS,MBA,Business Administration MBA (MBA),2023,186
CBUS,MBA,Business Administration MBA (MBA),2022,197
CBUS,MBA,Business Administration MBA (MBA),2021,271
CBUS,MBA,Business Administration MBA (MBA),2020,283
CBUS,MBA,Business Administration MBA (MBA),2019,289
CBUS,MBA,Business Administration MBA (MBA),2018,352
CBUS,MBA,Business Administration MBA (MBA),2017,391
CBUS,MBA,Business Administration MBA (MBA),2016,477
CEDU,,Undecided Education,2025,6
CEDU,,Seeking Educator Licensure/Endorsement or Program Prerequisites,2025,1
CEDU,,Undecided Education,2024,1
CEDU,,Seeking Educator Licensure/Endorsement or Program Preqrequisites,2024,3
CEDU,,Non-Degree Education,2024,1
CEDU,,Seeking Educator Licensure/Endorsement or Program Preqrequisites,2023,3
CEDU,,Non-Degree Education,2023,1
CEDU,,Undecided Education,2022,1
CEDU,,Visiting Student-College of Education,2021,1
CEDU,,Undecided Education,2021,7
CEDU,,Seeking Educator Licensure/Endorsement or Program Preqrequisites,2021,5
CEDU,,Visiting Student-College of Education,2020,5
CEDU,,Undecided Education,2020,17
CEDU,,Non-Degree Education,2020,1
CEDU,,Visiting Student-College of Education,2019,3
CEDU,,Undecided Education,2019,14
CEDU,,Visiting Student-College of Education,2018,1
CEDU,,Undecided Education,2018,14
CEDU,,Visiting Student-College of Education,2017,2
CEDU,,Undecided Education,2017,9
CEDU,,Undecided Education,2016,16
CEDU,BGS,Education - General Studies-Contract (BGS),2018,2
CEDU,BGS,Education - General Studies-Contract (BGS),2017,2
CEDU,BGS,Education - General Studies-Contract (BGS),2016,2
CEDU,BS,Education - Contract (BS),2025,2
CEDU,BS,"Applied Management-Instructional Technology, Training, and Evaluation (BS)",2025,20
CEDU,BS,Applied Management-Equity Leadership and Mentoring (BS),2025,13
CEDU,BS,"Applied Management-Instructional Technology, Training, and Evaluation (BS)",2024,18
CEDU,BS,Applied Management-Equity Leadership and Mentoring (BS),2024,16
CEDU,BS,"Applied Management-Instructional Technology, Training, and Evaluation (BS)",2023,18
CEDU,BS,Applied Management-Equity Leadership and Mentoring (BS),2023,8
CEDU,BS,"Applied Management-Instructional Technology, Training, and Evaluation (BS)",2022,26
CEDU,BS,Applied Management-Equity Leadership and Mentoring (BS),2022,1
CEDU,BS,Education - Contract (BS),2019,1
CEET,,Visiting Student-College of Engineering & Engineering Technology,2025,2
CEET,,Undecided E&ET,2025,44
CEET,,Non-Degree Engineering & Engineering Technology,2025,1
CEET,,Undecided E&ET,2024,61
CEET,,Visiting Student-College of Engineering & Engineering Technology,2023,2
CEET,,Undecided E&ET,2023,65
CEET,,Undecided E&ET,2022,53
CEET,,Visiting Student-College of Engineering & Engineering Technology,2021,4
CEET,,Undecided E&ET,2021,44
CEET,,Visiting Student-College of Engineering & Engineering Technology,2020,3
CEET,,Undecided E&ET,2020,17
CEET,,Visiting Student-College of Engineering & Engineering Technology,2019,3
CEET,,Undecided E&ET,2019,28
CEET,,Visiting Student-College of Engineering & Engineering Technology,2018,5
CEET,,Undecided E&ET,2018,38
CEET,,Undecided E&ET,2017,53
CEET,,Undecided E&ET,2016,83
CEET,BGS,Contract (BGS),2016,1
CEET,BS,Mechatronics Engineering (BS),2025,88
CEET,BS,Biomedical Engineering (BS),2025,77
CEET,BS,Mechatronics Engineering (BS),2024,84
CEET,BS,Biomedical Engineering (BS),2024,75
CEET,BS,Mechatronics Engineering (BS),2023,73
CEET,BS,Biomedical Engineering (BS),2023,72
CEET,BS,Mechatronics Engineering (BS),2022,76
CEET,BS,Biomedical Engineering (BS),2022,85
CEET,BS,Mechatronics Engineering (BS),2021,80
CEET,BS,Biomedical Engineering (BS),2021,85
CEET,BS,Mechatronics Engineering (BS),2020,56
CEET,BS,Biomedical Engineering (BS),2020,75
CEET,BS,Mechatronics Engineering (BS),2019,8
CEET,BS,Biomedical Engineering (BS),2019,38
CEET,BS,Contract (BS),2017,1
CEET,BS,Contract (BS),2016,1
CHEM,BS,Chemistry-Secondary Teaching (BS),2025,4
CHEM,BS,Chemistry-Biochemistry (BS),2025,62
CHEM,BS,Chemistry (BS),2025,52
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2025,19
CHEM,BS,Chemistry-Secondary Teaching (BS),2024,2
CHEM,BS,Chemistry-Biochemistry (BS),2024,54
CHEM,BS,Chemistry (BS),2024,47
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2024,22
CHEM,BS,Chemistry-Secondary Teaching (BS),2023,5
CHEM,BS,Chemistry-Biochemistry (BS),2023,63
CHEM,BS,Chemistry (BS),2023,41
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2023,26
CHEM,BS,Chemistry-Secondary Teaching (BS),2022,3
CHEM,BS,Chemistry-Biochemistry (BS),2022,65
CHEM,BS,Chemistry (BS),2022,42
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2022,33
CHEM,BS,Chemistry-Secondary Teaching (BS),2021,5
CHEM,BS,Chemistry-Biochemistry (BS),2021,75
CHEM,BS,Chemistry (BS),2021,44
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2021,35
CHEM,BS,Chemistry-Secondary Teaching (BS),2020,6
CHEM,BS,Chemistry-Biochemistry (BS),2020,76
CHEM,BS,Chemistry (BS),2020,42
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2020,35
CHEM,BS,Chemistry-Secondary Teaching (BS),2019,8
CHEM,BS,Chemistry-Biochemistry (BS),2019,67
CHEM,BS,Chemistry (BS),2019,50
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2019,42
CHEM,BS,Chemistry-Secondary Teaching (BS),2018,5
CHEM,BS,Chemistry-Biochemistry (BS),2018,75
CHEM,BS,Chemistry (BS),2018,51
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2018,35
CHEM,BS,Chemistry-Secondary Teaching (BS),2017,8
CHEM,BS,Chemistry-Biochemistry (BS),2017,74
CHEM,BS,Chemistry (BS),2017,61
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2017,29
CHEM,BS,Chemistry-Secondary Teaching (BS),2016,14
CHEM,BS,Chemistry-Biochemistry (BS),2016,71
CHEM,BS,Chemistry (BS),2016,68
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2016,28
CHEM,MS,Chemistry (MS),2025,6
CHEM,MS,Chemistry (MS),2024,4
CHEM,MS,Chemistry (MS),2023,4
CHEM,MS,Chemistry (MS),2022,7
CHEM,MS,Chemistry (MS),2021,9
CHEM,MS,Chemistry (MS),2020,13
CHEM,MS,Chemistry (MS),2019,10
CHEM,MS,Chemistry (MS),2018,7
CHEM,MS,Chemistry (MS),2017,8
CHEM,MS,Chemistry (MS),2016,12
CHEM,PHD,Chemistry (PHD),2025,37
CHEM,PHD,Chemistry - Nanoscience (PHD),2025,1
CHEM,PHD,Chemistry (PHD),2024,35
CHEM,PHD,Chemistry - Nanoscience (PHD),2024,1
CHEM,PHD,Chemistry (PHD),2023,39
CHEM,PHD,Chemistry - Nanoscience (PHD),2023,1
CHEM,PHD,Chemistry (PHD),2022,41
CHEM,PHD,Chemistry (PHD),2021,39
CHEM,PHD,Chemistry - Nanoscience (PHD),2021,1
CHEM,PHD,Chemistry (PHD),2020,33
CHEM,PHD,Chemistry - Nanoscience (PHD),2020,1
CHEM,PHD,Chemistry (PHD),2019,34
CHEM,PHD,Chemistry - Nanoscience (PHD),2019,1
CHEM,PHD,Chemistry (PHD),2018,34
CHEM,PHD,Chemistry - Nanoscience (PHD),2018,2
CHEM,PHD,Chemistry (PHD),2017,27
CHEM,PHD,Chemistry - Nanoscience (PHD),2017,3
CHEM,PHD,Chemistry (PHD),2016,31
CHEM,PHD,Chemistry - Nanoscience (PHD),2016,3
CHHS,,Visiting Student-Postbacc-Health & Human Sciences,2025,1
CHHS,,Visiting Student-College of Health & Human Sciences,2025,23
CHHS,,Undeclared H&HS,2025,29
CHHS,,Seeking Educator Licensure/Endorsement or Program Prerequisites,2025,1
CHHS,,Non-Degree H&HS,2025,4
CHHS,,Visiting Student-College of Health & Human Sciences,2024,23
CHHS,,Undeclared H&HS,2024,32
CHHS,,Seeking Educator Licensure/Endorsement or Program Preqrequisites,2024,10
CHHS,,Non-Degree H&HS,2024,7
CHHS,,Visiting Student-Postbacc-Health & Human Sciences,2023,1
CHHS,,Visiting Student-College of Health & Human Sciences,2023,45
CHHS,,Undeclared H&HS,2023,23
CHHS,,Seeking Educator Licensure/Endorsement or Program Preqrequisites,2023,5
CHHS,,Non-Degree H&HS,2023,8
CHHS,,Visiting Student-College of Health & Human Sciences,2022,6
CHHS,,Undeclared H&HS,2022,25
CHHS,,Seeking Educator Licensure/Endorsement or Program Preqrequisites,2022,4
CHHS,,Non-Degree H&HS,2022,1
CHHS,,Visiting Student-College of Health & Human Sciences,2021,1
CHHS,,Undeclared H&HS,2021,33
CHHS,,Seeking Educator Licensure/Endorsement or Program Preqrequisites,2021,7
CHHS,,Visiting Student-College of Health & Human Sciences,2020,4
CHHS,,Undeclared H&HS,2020,10
CHHS,,Seeking Educator Licensure/Endorsement or Program Preqrequisites,2020,1
CHHS,,Non-Degree H&HS,2020,2
CHHS,,Visiting Student-College of Health & Human Sciences,2019,2
CHHS,,Undeclared H&HS,2019,11
CHHS,,Non-Degree H&HS,2019,1
CHHS,,Visiting Student-College of Health & Human Sciences,2018,1
CHHS,,Undeclared H&HS,2018,6
CHHS,,Visiting Student-College of Health & Human Sciences,2017,4
CHHS,,Undeclared H&HS,2017,16
CHHS,,Undeclared H&HS,2016,20
CHHS,BGS,Health & Human Sciences - General Studies (BGS),2017,11
CHHS,BGS,Health & Human Sciences - General Studies (BGS),2016,30
CHHS,PHD,Health Sciences (PHD),2025,49
CHHS,PHD,Health Sciences (PHD),2024,53
CHHS,PHD,Health Sciences (PHD),2023,53
CHHS,PHD,Health Sciences (PHD),2022,56
CHHS,PHD,Health Sciences (PHD),2021,56
CHHS,PHD,Health Sciences (PHD),2020,52
CHHS,PHD,Health Sciences (PHD),2019,46
CHHS,PHD,Health Sciences (PHD),2018,42
CHHS,PHD,Health Sciences (PHD),2017,35
CHHS,PHD,Health Sciences (PHD),2016,28
CLAS,,Visiting Student-College of Liberal Arts & Sciences,2025,5
CLAS,,Undecided LA&S,2025,24
CLAS,,Seeking Educator Licensure/Endorsement or Program Prerequisites,2025,8
CLAS,,Non-Degree LA&S,2025,7
CLAS,,Undecided LA&S,2024,19
CLAS,,Seeking Educator Licensure/Endorsement or Program Preqrequisites,2024,12
CLAS,,Non-Degree LA&S,2024,6
CLAS,,Undecided LA&S,2023,28
CLAS,,Seeking Educator Licensure/Endorsement or Program Preqrequisites,2023,18
CLAS,,Non-Degree LA&S,2023,4
CLAS,,Undecided LA&S,2022,38
CLAS,,Seeking Educator Licensure/Endorsement or Program Preqrequisites,2022,13
CLAS,,Non-Degree LA&S,2022,4
CLAS,,Undecided LA&S,2021,78
CLAS,,Seeking Educator Licensure/Endorsement or Program Preqrequisites,2021,10
CLAS,,Non-Degree LA&S,2021,1
CLAS,,Undecided LA&S,2020,186
CLAS,,Seeking Educator Licensure/Endorsement or Program Preqrequisites,2020,1
CLAS,,Non-Degree LA&S,2020,4
CLAS,,Undecided LA&S,2019,135
CLAS,,Undecided LA&S,2018,140
CLAS,,Visiting Student,2017,1
CLAS,,Undecided LA&S,2017,149
CLAS,,Visiting Student,2016,2
CLAS,,Undecided LA&S,2016,182
CLAS,BA/BS,Contract (BS),2021,1
CLAS,BA/BS,Contract (BA),2020,2
CLAS,BA/BS,Contract (BA),2019,3
CLAS,BA/BS,Contract (BS),2016,1
CLAS,BGS,General Emphasis (BGS),2025,191
CLAS,BGS,General Emphasis (BGS),2024,200
CLAS,BGS,General Emphasis (BGS),2023,168
CLAS,BGS,General Emphasis (BGS),2022,185
CLAS,BGS,General Emphasis (BGS),2021,162
CLAS,BGS,General Emphasis (BGS),2020,140
CLAS,BGS,General Emphasis (BGS),2019,103
CLAS,BGS,General Emphasis (BGS),2018,115
CLAS,BGS,General Emphasis (BGS),2017,125
CLAS,BGS,General Emphasis (BGS),2016,134
CLAS,BS,Contract (BS),2022,1
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2024,5
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2023,1
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2022,5
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2021,3
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2020,15
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2019,10
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2018,10
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2017,15
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2016,18
COMS,,Pre-Communication Studies,2025,1
COMS,BA,Journalism (BA),2025,53
COMS,BA,Communication - Organizational - Corporate (BA),2025,54
COMS,BA,Communication - Media Studies (BA),2025,98
COMS,BA,Advocacy and Public Communication (BA),2025,29
COMS,BA,Journalism (BA),2024,40
COMS,BA,Communication - Organizational - Corporate (BA),2024,63
COMS,BA,Communication - Media Studies (BA),2024,92
COMS,BA,Advocacy and Public Communication (BA),2024,34
COMS,BA,Journalism (BA),2023,51
COMS,BA,Communication - Organizational - Corporate (BA),2023,65
COMS,BA,Communication - Media Studies (BA),2023,91
COMS,BA,Advocacy and Public Communication (BA),2023,32
COMS,BA,Journalism (BA),2022,52
COMS,BA,Communication - Organizational - Corporate (BA),2022,67
COMS,BA,Communication - Media Studies (BA),2022,104
COMS,BA,Advocacy and Public Communication (BA),2022,32
COMS,BA/BS,Journalism (BS),2021,6
COMS,BA/BS,Journalism (BA),2021,63
COMS,BA/BS,Communication - Organizational - Corporate (BS),2021,23
COMS,BA/BS,Communication - Organizational - Corporate (BA),2021,85
COMS,BA/BS,Communication - Media Studies (BS),2021,22
COMS,BA/BS,Communication - Media Studies (BA),2021,94
COMS,BA/BS,Advocacy and Public Communication (BS),2021,4
COMS,BA/BS,Advocacy and Public Communication (BA),2021,34
COMS,BA/BS,Journalism (BS),2020,10
COMS,BA/BS,Journalism (BA),2020,63
COMS,BA/BS,Communication - Organizational - Corporate (BS),2020,40
COMS,BA/BS,Communication - Organizational - Corporate (BA),2020,104
COMS,BA/BS,Communication - Media Studies (BS),2020,27
COMS,BA/BS,Communication - Media Studies (BA),2020,120
COMS,BA/BS,"Communication - Culture, Advocacy (BA)",2020,1
COMS,BA/BS,Advocacy and Public Communication (BS),2020,9
COMS,BA/BS,Advocacy and Public Communication (BA),2020,45
COMS,BA/BS,Journalism (BS),2019,14
COMS,BA/BS,Journalism (BA),2019,67
COMS,BA/BS,Communication - Organizational - Corporate (BS),2019,45
COMS,BA/BS,Communication - Organizational - Corporate (BA),2019,127
COMS,BA/BS,Communication - Media Studies (BS),2019,31
COMS,BA/BS,Communication - Media Studies (BA),2019,139
COMS,BA/BS,"Communication - Culture, Advocacy (BS)",2019,1
COMS,BA/BS,"Communication - Culture, Advocacy (BA)",2019,1
COMS,BA/BS,Advocacy and Public Communication (BS),2019,8
COMS,BA/BS,Advocacy and Public Communication (BA),2019,49
COMS,BA/BS,Journalism (BS),2018,14
COMS,BA/BS,Journalism (BA),2018,81
COMS,BA/BS,Communication - Organizational - Corporate (BS),2018,40
COMS,BA/BS,Communication - Organizational - Corporate (BA),2018,187
COMS,BA/BS,Communication - Media Studies (BS),2018,28
COMS,BA/BS,Communication - Media Studies (BA),2018,135
COMS,BA/BS,Advocacy and Public Communication (BS),2018,8
COMS,BA/BS,Advocacy and Public Communication (BA),2018,56
COMS,BA/BS,Journalism (BS),2017,15
COMS,BA/BS,Journalism (BA),2017,86
COMS,BA/BS,Communication - Organizational - Corporate (BS),2017,76
COMS,BA/BS,Communication - Organizational - Corporate (BA),2017,217
COMS,BA/BS,Communication - Media Studies (BS),2017,40
COMS,BA/BS,Communication - Media Studies (BA),2017,157
COMS,BA/BS,Advocacy and Public Communication (BS),2017,14
COMS,BA/BS,Advocacy and Public Communication (BA),2017,51
COMS,BA/BS,Journalism (BS),2016,18
COMS,BA/BS,Journalism (BA),2016,86
COMS,BA/BS,Communication - Organizational - Corporate (BS),2016,96
COMS,BA/BS,Communication - Organizational - Corporate (BA),2016,245
COMS,BA/BS,Communication - Media Studies (BS),2016,49
COMS,BA/BS,Communication - Media Studies (BA),2016,174
COMS,BA/BS,Advocacy and Public Communication (BS),2016,10
COMS,BA/BS,Advocacy and Public Communication (BA),2016,61
COMS,BS,Journalism (BS),2025,13
COMS,BS,Communication - Organizational - Corporate (BS),2025,39
COMS,BS,Communication - Media Studies (BS),2025,21
COMS,BS,Advocacy and Public Communication (BS),2025,5
COMS,BS,Journalism (BS),2024,9
COMS,BS,Communication - Organizational - Corporate (BS),2024,32
COMS,BS,Communication - Media Studies (BS),2024,22
COMS,BS,Advocacy and Public Communication (BS),2024,9
COMS,BS,Journalism (BS),2023,13
COMS,BS,Communication - Organizational - Corporate (BS),2023,18
COMS,BS,Communication - Media Studies (BS),2023,20
COMS,BS,Advocacy and Public Communication (BS),2023,5
COMS,BS,Journalism (BS),2022,12
COMS,BS,Communication - Organizational - Corporate (BS),2022,24
COMS,BS,Communication - Media Studies (BS),2022,18
COMS,BS,Advocacy and Public Communication (BS),2022,3
COMS,MA,Communication Studies (MA),2025,19
COMS,MA,Communication Studies (MA),2024,21
COMS,MA,Communication Studies (MA),2023,24
COMS,MA,Communication Studies (MA),2022,23
COMS,MA,Communication Studies (MA),2021,15
COMS,MA,Communication Studies (MA),2020,22
COMS,MA,Communication Studies (MA),2019,26
COMS,MA,Communication Studies (MA),2018,20
COMS,MA,Communication Studies (MA),2017,19
COMS,MA,Communication Studies (MA),2016,28
COMS,NA,Pre-Communication Studies (NA),2016,1
CSCI,,Pre-computer Science (NA),2021,6
CSCI,,Pre-computer Science (NA),2020,4
CSCI,,Pre-computer Science (NA),2019,8
CSCI,,Pre-computer Science (NA),2018,3
CSCI,,Pre-computer Science (NA),2017,1
CSCI,,Pre-computer Science (NA),2016,9
CSCI,BS,Computer Science - Software Development (BS),2025,226
CSCI,BS,Computer Science - Enterprise Software (BS),2025,53
CSCI,BS,Computer Science - Computational Software (BS),2025,49
CSCI,BS,Computer Science - Software Development (BS),2024,224
CSCI,BS,Computer Science - Enterprise Software (BS),2024,43
CSCI,BS,Computer Science - Computational Software (BS),2024,51
CSCI,BS,Computer Science - Software Development (BS),2023,219
CSCI,BS,Computer Science - Enterprise Software (BS),2023,42
CSCI,BS,Computer Science - Computational Software (BS),2023,35
CSCI,BS,Computer Science - Software Development (BS),2022,135
CSCI,BS,Computer Science - Enterprise Software (BS),2022,35
CSCI,BS,Computer Science - Computational Software (BS),2022,27
CSCI,BS,Computer Science - Software Development (BS),2021,130
CSCI,BS,Computer Science - Enterprise Software (BS),2021,40
CSCI,BS,Computer Science - Computational Software (BS),2021,24
CSCI,BS,Computer Science - Software Development (BS),2020,153
CSCI,BS,Computer Science - Enterprise Software (BS),2020,46
CSCI,BS,Computer Science - Computational Software (BS),2020,32
CSCI,BS,Computer Science - Software Development (BS),2019,156
CSCI,BS,Computer Science - Enterprise Software (BS),2019,38
CSCI,BS,Computer Science - Computational Software (BS),2019,31
CSCI,BS,Computer Science - Software Development (BS),2018,173
CSCI,BS,Computer Science - Enterprise Software (BS),2018,48
CSCI,BS,Computer Science - Computational Software (BS),2018,41
CSCI,BS,Computer Science - Software Development (BS),2017,153
CSCI,BS,Computer Science - Enterprise Software (BS),2017,60
CSCI,BS,Computer Science - Computational Software (BS),2017,47
CSCI,BS,Computer Science - Software Development (BS),2016,109
CSCI,BS,Computer Science - Enterprise Software (BS),2016,69
CSCI,BS,Computer Science - Computational Software (BS),2016,32
CSCI,BS,Applied Management-Computer Science (BS),2016,1
CSCI,MS,Computer Science: Cybersecurity (MS),2025,12
CSCI,MS,Computer Science (MS),2025,51
CSCI,MS,Computer Science (MS),2024,100
CSCI,MS,Computer Science (MS),2023,171
CSCI,MS,Computer Science (MS),2022,166
CSCI,MS,Computer Science (MS),2021,104
CSCI,MS,Computer Science (MS),2020,63
CSCI,MS,Computer Science (MS),2019,102
CSCI,MS,Computer Science (MS),2018,139
CSCI,MS,Computer Science (MS),2017,175
CSCI,MS,Computer Science (MS),2016,192
CSCI,NA,Pre-computer Science (NA),2025,385
CSCI,NA,Pre-computer Science (NA),2024,429
CSCI,NA,Pre-computer Science (NA),2023,454
CSCI,NA,Pre-computer Science (NA),2022,507
CSCI,NA,Pre-computer Science (NA),2021,423
CSCI,NA,Pre-computer Science (NA),2020,375
CSCI,NA,Pre-computer Science (NA),2019,357
CSCI,NA,Pre-computer Science (NA),2018,370
CSCI,NA,Pre-computer Science (NA),2017,336
CSCI,NA,Pre-computer Science (NA),2016,379
CSCI,PHD,Computer Science (PHD),2025,21
CSCI,PHD,Computer Science (PHD),2024,15
CSCI,PHD,Computer Science (PHD),2023,15
CSCI,PHD,Computer Science (PHD),2022,17
CSCI,PHD,Computer Science (PHD),2021,16
CSCI,PHD,Computer Science (PHD),2020,11
CSCI,PHD,Computer Science (PHD),2019,5
CSCI,PHD,Computer Science (PHD),2018,3
CVPA,,Visiting Student-College of Visual & Performing Arts,2025,2
CVPA,,Seeking Educator Licensure/Endorsement or Program Prerequisites,2025,2
CVPA,,Visiting Student-College of Visual & Performing Arts,2024,1
CVPA,,Undecided V&PA,2022,2
CVPA,,Undecided V&PA,2021,4
CVPA,,Visiting Student-College of Visual & Performing Arts,2020,1
CVPA,,Undecided V&PA,2020,5
CVPA,,Visiting Student-College of Visual & Performing Arts,2019,2
CVPA,,Visiting Student-College of Visual & Performing Arts,2018,1
CVPA,,Visiting Student-College of Visual & Performing Arts,2017,1
CVPA,,Undecided V&PA,2017,2
CVPA,,Undecided V&PA,2016,2
CVPA,BA,Contract (BA),2022,1
CVPA,BA,Contract (BA),2021,5
CVPA,BA,Contract (BA),2020,1
CVPA,BA,Contract (BA),2019,4
CVPA,BA,Contract (BA),2018,4
CVPA,BA,Contract (BA),2017,3
CVPA,BA,Contract (BA),2016,3
CVPA,BGS,General Studies - Contract (BGS),2017,2
CVPA,BGS,General Studies - Contract (BGS),2016,1
EAE,BA,Geography (BA),2022,3
EAE,BS,Meteorology (BS),2025,90
EAE,BS,Geology - Geology (BS),2025,1
EAE,BS,Geology - Environmental Geosciences (BS),2025,1
EAE,BS,Geography (BS),2025,4
EAE,BS,"Earth, Atmosphere and Environment - Water and Soil Science (BS)",2025,7
EAE,BS,"Earth, Atmosphere and Environment - Geospatial Systems (BS)",2025,14
EAE,BS,"Earth, Atmosphere and Environment - Environment and Society (BS)",2025,2
EAE,BS,"Earth, Atmosphere and Environment - Earth and Space Science Education (BS)",2025,5
EAE,BS,"Earth, Atmosphere and Environment - Earth and Planetary Science (BS)",2025,16
EAE,BS,"Earth, Atmosphere and Environment - Climate Science (BS)",2025,12
EAE,BS,Meteorology (BS),2024,77
EAE,BS,Geology - Geology (BS),2024,7
EAE,BS,Geology - Environmental Geosciences (BS),2024,3
EAE,BS,Geography (BS),2024,7
EAE,BS,"Earth, Atmosphere and Environment - Water and Soil Science (BS)",2024,7
EAE,BS,"Earth, Atmosphere and Environment - Geospatial Systems (BS)",2024,12
EAE,BS,"Earth, Atmosphere and Environment - Environment and Society (BS)",2024,4
EAE,BS,"Earth, Atmosphere and Environment - Earth and Space Science Education (BS)",2024,1
